"Station Name","EDMONTON INTL A"
"Province","ALBERTA"
"Latitude","53.31"
"Longitude","-113.58"
"Elevation","723.30"
"Climate Identifier","3012216"
"WMO Identifier","71123"
"TC Identifier","YEG"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2014-08-03","2014","08","03","","27.1","","12.4","","19.8","","0.0","","1.8","","0.0","","0.0","","0.0","","","","","","<31",""
"2014-08-04","2014","08","04","","23.9","","10.9","","17.4","","0.6","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"2014-08-05","2014","08","05","","25.3","","9.4","","17.4","","0.6","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"2014-08-06","2014","08","06","","26.7","","10.2","","18.5","","0.0","","0.5","","0.6","","0.0","","0.6","","","","33","","61",""
"2014-08-07","2014","08","07","","21.6","","9.2","","15.4","","2.6","","0.0","","1.0","","0.0","","1.0","","","","","","<31",""
"2014-08-08","2014","08","08","","18.2","","6.2","","12.2","","5.8","","0.0","","1.2","","0.0","","1.2","","","","33","","37",""
"2014-08-09","2014","08","09","","22.3","","6.8","","14.6","","3.4","","0.0","","0.0","","0.0","","0.0","","","","29","","37",""
"2014-08-10","2014","08","10","","24.9","","10.5","","17.7","","0.3","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"2014-08-11","2014","08","11","","28.1","","8.0","","18.1","","0.0","","0.1","","0.0","","0.0","","0.0","","","","","","<31",""
"2014-08-12","2014","08","12","","28.9","","9.2","","19.1","","0.0","","1.1","","0.0","","0.0","","0.0","","","","13","","41",""
"2014-08-13","2014","08","13","","28.5","","17.8","","23.2","","0.0","","5.2","","2.2","","0.0","","2.2","","","","16","","41",""
"2014-08-14","2014","08","14","","29.4","","12.1","","20.8","","0.0","","2.8","","0.0","","0.0","","0.0","","","","","","<31",""
"2014-08-15","2014","08","15","","25.6","","12.0","","18.8","","0.0","","0.8","","0.0","T","0.0","","0.0","T","","","","","<31",""
"2014-08-16","2014","08","16","","26.3","","13.7","","20.0","","0.0","","2.0","","0.0","","0.0","","0.0","","","","","","<31",""
"2014-08-17","2014","08","17","","25.1","","12.2","","18.7","","0.0","","0.7","","0.0","","0.0","","0.0","","","","31","","35",""
"2014-08-18","2014","08","18","","27.4","","9.0","","18.2","","0.0","","0.2","","0.0","","0.0","","0.0","","","","29","","32",""
"2014-08-19","2014","08","19","","20.7","","10.4","","15.6","","2.4","","0.0","","1.6","","0.0","","1.6","","","","28","","33",""
"2014-08-20","2014","08","20","","19.2","","8.0","","13.6","","4.4","","0.0","","1.0","","0.0","","1.0","","","","32","","37",""
"2014-08-21","2014","08","21","","16.7","","6.4","","11.6","","6.4","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"2014-08-22","2014","08","22","","16.8","","-0.8","","8.0","","10.0","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"2014-08-23","2014","08","23","","19.1","","-2.0","","8.6","","9.4","","0.0","","0.0","","0.0","","0.0","","","","10","","35",""
"2014-08-24","2014","08","24","","20.7","","1.1","","10.9","","7.1","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"2014-08-25","2014","08","25","","23.8","","2.3","","13.1","","4.9","","0.0","","0.0","","0.0","","0.0","","","","15","","41",""
"2014-08-26","2014","08","26","","26.9","","9.4","","18.2","","0.0","","0.2","","0.0","","0.0","","0.0","","","","26","","37",""
"2014-08-27","2014","08","27","","25.6","","10.0","","17.8","","0.2","","0.0","","3.4","","0.0","","3.4","","","","34","","33",""
"2014-08-28","2014","08","28","","19.7","","6.2","","13.0","","5.0","","0.0","","0.8","","0.0","","0.8","","","","29","","35",""
"2014-08-29","2014","08","29","","20.4","","2.8","","11.6","","6.4","","0.0","","0.0","T","0.0","","0.0","T","","","14","","48",""
"2014-08-30","2014","08","30","","20.5","","6.0","","13.3","","4.7","","0.0","","3.6","","0.0","","3.6","","","","28","","46",""
"2014-08-31","2014","08","31","","19.8","","3.1","","11.5","","6.5","","0.0","","0.0","T","0.0","","0.0","T","","","30","","46",""
"2014-09-01","2014","09","01","","18.9","","1.3","","10.1","","7.9","","0.0","","2.6","","0.0","","2.6","","","","24","","33",""
"2014-09-02","2014","09","02","","17.8","","3.7","","10.8","","7.2","","0.0","","0.4","","0.0","","0.4","","","","34","","46",""
"2014-09-03","2014","09","03","","17.7","","0.0","","8.9","","9.1","","0.0","","0.4","","0.0","","0.4","","","","10","","44",""
"2014-09-04","2014","09","04","","18.9","","-0.8","","9.1","","8.9","","0.0","","1.2","","0.0","","1.2","","","","34","","46",""
"2014-09-05","2014","09","05","","22.3","","1.2","","11.8","","6.2","","0.0","","0.0","","0.0","","0.0","","","","26","","43",""
"2014-09-06","2014","09","06","","26.1","","5.1","","15.6","","2.4","","0.0","","0.0","","0.0","","0.0","","","","24","","39",""
"2014-09-07","2014","09","07","","16.7","","4.0","","10.4","","7.6","","0.0","","3.2","","0.0","","3.2","","","","1","","37",""
"2014-09-08","2014","09","08","","4.1","","0.0","","2.1","","15.9","","0.0","","5.6","","4.4","","10.0","","","","1","","39",""
"2014-09-09","2014","09","09","","5.7","","0.9","","3.3","","14.7","","0.0","","0.4","","0.0","T","0.4","","","","","","<31",""
"2014-09-10","2014","09","10","","7.1","","-1.1","","3.0","","15.0","","0.0","","1.4","","0.0","T","1.4","","","","","","<31",""
"2014-09-11","2014","09","11","","13.4","","-5.9","","3.8","","14.2","","0.0","","0.0","","0.0","","0.0","","","","19","","39",""
"2014-09-12","2014","09","12","","9.5","","-3.8","","2.9","","15.1","","0.0","","2.2","","0.0","","2.2","","","","31","","39",""
"2014-09-13","2014","09","13","","14.2","","1.1","","7.7","","10.3","","0.0","","0.2","","0.0","","0.2","","","","","","<31",""
"2014-09-14","2014","09","14","","19.2","","-1.5","","8.9","","9.1","","0.0","","0.0","","0.0","","0.0","","","","23","","32",""
"2014-09-15","2014","09","15","","22.8","","0.6","","11.7","","6.3","","0.0","","0.0","","0.0","","0.0","","","","21","","52",""
"2014-09-16","2014","09","16","","26.5","","0.9","","13.7","","4.3","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"2014-09-17","2014","09","17","","26.7","","1.1","","13.9","","4.1","","0.0","","0.0","","0.0","","0.0","","","","20","","32",""
"2014-09-18","2014","09","18","","18.5","","7.2","","12.9","","5.1","","0.0","","0.0","T","0.0","","0.0","T","","","","","<31",""
"2014-09-19","2014","09","19","","22.2","","4.3","","13.3","","4.7","","0.0","","3.6","","0.0","","3.6","","","","32","","56",""
"2014-09-20","2014","09","20","","21.1","","5.6","","13.4","","4.6","","0.0","","0.0","","0.0","","0.0","","","","25","","35",""
"2014-09-21","2014","09","21","","28.3","","3.3","","15.8","","2.2","","0.0","","0.0","","0.0","","0.0","","","","15","","46",""
"2014-09-22","2014","09","22","","29.4","","3.5","","16.5","","1.5","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"2014-09-23","2014","09","23","","21.0","","7.7","","14.4","","3.6","","0.0","","0.0","","0.0","","0.0","","","","10","","44",""
"2014-09-24","2014","09","24","","26.2","","9.7","","18.0","","0.0","","0.0","","0.0","","0.0","","0.0","","","","24","","43",""
"2014-09-25","2014","09","25","","22.6","","8.2","","15.4","","2.6","","0.0","","0.0","","0.0","","0.0","","","","2","","39",""
"2014-09-26","2014","09","26","","12.1","","5.0","","8.6","","9.4","","0.0","","7.0","","0.0","","7.0","","","","5","","43",""
"2014-09-27","2014","09","27","","6.1","","3.1","","4.6","","13.4","","0.0","","0.0","T","0.0","","0.0","T","","","32","","37",""
"2014-09-28","2014","09","28","","15.2","","3.0","","9.1","","8.9","","0.0","","0.0","","0.0","","0.0","","","","15","","48",""
"2014-09-29","2014","09","29","","19.0","","3.9","","11.5","","6.5","","0.0","","0.0","","0.0","","0.0","","","","19","","46",""
"2014-09-30","2014","09","30","","15.8","","0.8","","8.3","","9.7","","0.0","","0.4","","0.0","","0.4","","","","31","","54",""
"2014-10-01","2014","10","01","","15.8","","-1.8","","7.0","","11.0","","0.0","","0.2","","0.0","","0.2","","","","31","","67",""
"2014-10-02","2014","10","02","","6.4","","-7.9","","-0.8","","18.8","","0.0","","0.0","","0.0","T","0.0","T","","","32","","52",""
"2014-10-03","2014","10","03","","10.1","","-10.5","","-0.2","","18.2","","0.0","","0.0","T","0.0","","0.0","T","","","17","","39",""
"2014-10-04","2014","10","04","","19.7","","6.3","","13.0","","5.0","","0.0","","0.6","","0.0","","0.6","","","","31","","57",""
"2014-10-05","2014","10","05","","18.6","","4.1","","11.4","","6.6","","0.0","","0.0","","0.0","","0.0","","","","32","","54",""
"2014-10-06","2014","10","06","","17.4","","-0.6","","8.4","","9.6","","0.0","","0.2","","0.0","","0.2","","","","31","","67",""
"2014-10-07","2014","10","07","","14.3","","-0.2","","7.1","","10.9","","0.0","","1.4","","0.0","","1.4","","","","","","<31",""
"2014-10-08","2014","10","08","","13.3","","3.1","","8.2","","9.8","","0.0","","2.8","","0.0","","2.8","","","","16","","41",""
"2014-10-09","2014","10","09","","17.6","","-0.2","","8.7","","9.3","","0.0","","0.0","","0.0","","0.0","","","","17","","32",""
"2014-10-10","2014","10","10","","21.5","","2.4","","12.0","","6.0","","0.0","","0.0","","0.0","","0.0","","","","15","","33",""
"2014-10-11","2014","10","11","","17.7","","2.1","","9.9","","8.1","","0.0","","0.0","","0.0","","0.0","","","","30","","46",""
"2014-10-12","2014","10","12","","15.6","","-1.4","","7.1","","10.9","","0.0","","0.0","","0.0","","0.0","","","","30","","56",""
"2014-10-13","2014","10","13","","17.3","","-4.7","","6.3","","11.7","","0.0","","0.0","","0.0","","0.0","","","","13","","41",""
"2014-10-14","2014","10","14","","18.6","","1.6","","10.1","","7.9","","0.0","","0.0","","0.0","","0.0","","","","31","","48",""
"2014-10-15","2014","10","15","","10.4","","-3.9","","3.3","","14.7","","0.0","","3.8","","0.0","","3.8","","","","14","","41",""
"2014-10-16","2014","10","16","","11.8","","1.1","","6.5","","11.5","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"2014-10-17","2014","10","17","","13.5","","2.9","","8.2","","9.8","","0.0","","0.0","","0.0","","0.0","","","","15","","48",""
"2014-10-18","2014","10","18","","20.1","","0.6","","10.4","","7.6","","0.0","","0.0","","0.0","","0.0","","","","32","","44",""
"2014-10-19","2014","10","19","","16.8","","-2.5","","7.2","","10.8","","0.0","","0.0","","0.0","","0.0","","","","14","","39",""
"2014-10-20","2014","10","20","","21.8","","-1.8","","10.0","","8.0","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"2014-10-21","2014","10","21","","14.4","","-1.2","","6.6","","11.4","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"2014-10-22","2014","10","22","","17.2","","-1.0","","8.1","","9.9","","0.0","","0.0","","0.0","","0.0","","","","17","","56",""
"2014-10-23","2014","10","23","","17.7","","-2.9","","7.4","","10.6","","0.0","","0.0","","0.0","","0.0","","","","26","","54",""
"2014-10-24","2014","10","24","","11.2","","-4.7","","3.3","","14.7","","0.0","","0.0","","0.0","","0.0","","","","29","","56",""
"2014-10-25","2014","10","25","","8.1","","-6.9","","0.6","","17.4","","0.0","","0.0","","0.0","","0.0","","","","11","","52",""
"2014-10-26","2014","10","26","","4.2","","-0.6","","1.8","","16.2","","0.0","","0.4","","0.4","","0.8","","","","34","","37",""
"2014-10-27","2014","10","27","","1.2","","-9.5","","-4.2","","22.2","","0.0","","0.0","","0.4","","0.4","","0","","31","","41",""
"2014-10-28","2014","10","28","","3.8","","-8.6","","-2.4","","20.4","","0.0","","0.0","","0.0","","0.0","","","","14","","44",""
"2014-10-29","2014","10","29","","3.7","","-1.8","","1.0","","17.0","","0.0","","0.0","","0.0","T","0.0","","","","","","<31",""
"2014-10-30","2014","10","30","","3.1","","-0.9","","1.1","","16.9","","0.0","","0.0","","0.0","","0.0","","","","13","","57",""
"2014-10-31","2014","10","31","","5.1","","0.1","","2.6","","15.4","","0.0","","0.0","T","0.0","","0.0","T","","","13","","44",""
"2014-11-01","2014","11","01","","6.4","","-2.5","","2.0","","16.0","","0.0","","0.8","","0.0","","0.8","","","","","","<31",""
"2014-11-02","2014","11","02","","6.2","","-6.7","","-0.3","","18.3","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"2014-11-03","2014","11","03","","7.6","","-7.9","","-0.2","","18.2","","0.0","","0.0","","0.0","","0.0","","","","32","","41",""
"2014-11-04","2014","11","04","","3.4","","-0.7","","1.4","","16.6","","0.0","","0.6","","0.0","","0.6","","","","","","<31",""
"2014-11-05","2014","11","05","","7.1","","-3.9","","1.6","","16.4","","0.0","","0.0","","0.0","","0.0","","","","15","","33",""
"2014-11-06","2014","11","06","","10.1","","1.2","","5.7","","12.3","","0.0","","0.4","","0.0","","0.4","","","","14","","48",""
"2014-11-07","2014","11","07","","4.3","","-3.8","","0.3","","17.7","","0.0","","0.4","","0.0","","0.4","","","","35","","33",""
"2014-11-08","2014","11","08","","-0.6","","-8.4","","-4.5","","22.5","","0.0","","","M","6.6","","","M","0","","","","<31",""
"2014-11-09","2014","11","09","","-8.3","","-12.7","","-10.5","","28.5","","0.0","","0.0","","1.2","","0.4","","5","","","","<31",""
"2014-11-10","2014","11","10","","-10.3","","-17.8","","-14.1","","32.1","","0.0","","0.0","","0.6","","0.6","","7","","34","","41",""
"2014-11-11","2014","11","11","","-12.4","","-14.4","","-13.4","","31.4","","0.0","","0.0","","0.4","","0.4","","7","","33","","33",""
"2014-11-12","2014","11","12","","-11.3","","-25.3","","-18.3","","36.3","","0.0","","0.0","T","0.0","","0.0","T","7","","","","<31",""
"2014-11-13","2014","11","13","","-16.2","","-26.9","","-21.6","","39.6","","0.0","","0.0","","0.0","T","0.0","T","6","","","","<31",""
"2014-11-14","2014","11","14","","-14.2","","-26.4","","-20.3","","38.3","","0.0","","0.0","","0.8","","0.8","","6","","","","<31",""
"2014-11-15","2014","11","15","","-1.8","","-21.7","","-11.8","","29.8","","0.0","","0.0","","0.0","T","0.0","T","7","","34","","61",""
"2014-11-16","2014","11","16","","-5.9","","-22.0","","-14.0","","32.0","","0.0","","0.0","","0.4","","0.2","","7","","33","","48",""
"2014-11-17","2014","11","17","","1.2","","-23.6","","-11.2","","29.2","","0.0","","0.0","","0.0","","0.0","","6","","","","<31",""
"2014-11-18","2014","11","18","","2.4","","-5.8","","-1.7","","19.7","","0.0","","0.0","","0.0","T","0.0","T","6","","31","","52",""
"2014-11-19","2014","11","19","","-3.2","","-7.1","","-5.2","","23.2","","0.0","","0.0","","0.0","T","0.0","T","6","","","","<31",""
"2014-11-20","2014","11","20","","4.6","","-10.4","","-2.9","","20.9","","0.0","","0.2","","0.0","T","0.2","","6","","","","<31",""
"2014-11-21","2014","11","21","","6.4","","-0.8","","2.8","","15.2","","0.0","","0.4","","0.0","","0.4","","3","","12","","48",""
"2014-11-22","2014","11","22","","0.9","","-6.3","","-2.7","","20.7","","0.0","","1.0","","3.4","","4.4","","2","","11","","56",""
"2014-11-23","2014","11","23","","-0.6","","-18.3","","-9.5","","27.5","","0.0","","0.0","","0.0","T","0.0","T","5","","34","","35",""
"2014-11-24","2014","11","24","","0.3","","-4.4","","-2.1","","20.1","","0.0","","0.2","","0.0","T","0.2","","5","","27","","35",""
"2014-11-25","2014","11","25","","-0.2","","-9.2","","-4.7","","22.7","","0.0","","0.0","","2.0","","2.0","","6","","33","","44",""
"2014-11-26","2014","11","26","","-7.4","","-12.1","","-9.8","","27.8","","0.0","","0.0","T","0.0","","0.0","T","7","","","","<31",""
"2014-11-27","2014","11","27","","-7.4","","-18.0","","-12.7","","30.7","","0.0","","","M","17.0","","16.0","","1","","6","","39",""
"2014-11-28","2014","11","28","","-18.0","","-26.3","","-22.2","","40.2","","0.0","","0.0","","4.1","","3.6","","20","","34","","39",""
"2014-11-29","2014","11","29","","-19.4","","-34.8","","-27.1","","45.1","","0.0","","0.0","","0.0","T","0.0","T","28","","","","<31",""
"2014-11-30","2014","11","30","","-19.1","","-30.0","","-24.6","","42.6","","0.0","","0.0","","0.0","","0.0","","28","","19","","37",""
"2014-12-01","2014","12","01","","-12.6","","-25.8","","-19.2","","37.2","","0.0","","0.0","","0.0","T","0.0","T","28","","","","<31",""
"2014-12-02","2014","12","02","","-8.2","","-19.0","","-13.6","","31.6","","0.0","","0.0","","0.0","T","0.0","T","28","","","","<31",""
"2014-12-03","2014","12","03","","-4.4","","-15.2","","-9.8","","27.8","","0.0","","0.0","","0.0","","0.0","","28","","","","<31",""
"2014-12-04","2014","12","04","","-7.6","","-18.7","","-13.2","","31.2","","0.0","","0.0","","0.0","T","0.0","T","25","","","","<31",""
"2014-12-05","2014","12","05","","-8.9","","-21.8","","-15.4","","33.4","","0.0","","0.0","","0.0","","0.0","","24","","13","","33",""
"2014-12-06","2014","12","06","","-7.6","","-12.3","","-10.0","","28.0","","0.0","","","M","","M","","M","24","","","","<31",""
"2014-12-07","2014","12","07","","-1.3","","-17.9","","-9.6","","27.6","","0.0","","0.0","","0.0","T","0.0","T","24","","","","<31",""
"2014-12-08","2014","12","08","","-6.1","","-15.7","","-10.9","","28.9","","0.0","","0.0","","0.0","","0.0","","23","","15","","32",""
"2014-12-09","2014","12","09","","10.2","","-11.4","","-0.6","","18.6","","0.0","","0.0","","0.0","","0.0","","23","","23","","52",""
"2014-12-10","2014","12","10","","7.4","","-3.7","","1.9","","16.1","","0.0","","0.0","","0.0","","0.0","","22","","17","","41",""
"2014-12-11","2014","12","11","","7.1","","1.8","","4.5","","13.5","","0.0","","0.0","","0.0","","0.0","","18","","18","","48",""
"2014-12-12","2014","12","12","","4.0","","-5.3","","-0.7","","18.7","","0.0","","0.0","","0.0","","0.0","","10","","12","","37",""
"2014-12-13","2014","12","13","","0.9","","-6.6","","-2.9","","20.9","","0.0","","0.6","","0.0","T","0.6","","9","","","","<31",""
"2014-12-14","2014","12","14","","-2.8","","-13.6","","-8.2","","26.2","","0.0","","0.0","","0.0","","0.0","","9","","","","<31",""
"2014-12-15","2014","12","15","","-4.3","","-13.4","","-8.9","","26.9","","0.0","","0.0","","0.0","","0.0","","9","","14","","44",""
"2014-12-16","2014","12","16","","-4.4","","-8.8","","-6.6","","24.6","","0.0","","0.0","","0.0","","0.0","","9","","16","","48",""
"2014-12-17","2014","12","17","","-4.9","","-8.7","","-6.8","","24.8","","0.0","","0.0","T","0.0","","0.0","T","9","","15","","32",""
"2014-12-18","2014","12","18","","-5.8","","-13.9","","-9.9","","27.9","","0.0","","0.0","T","0.0","","0.0","T","9","","","","<31",""
"2014-12-19","2014","12","19","","-4.1","","-12.9","","-8.5","","26.5","","0.0","","0.0","","0.0","T","0.0","T","9","","","","<31",""
"2014-12-20","2014","12","20","","-0.3","","-12.9","","-6.6","","24.6","","0.0","","0.0","","0.0","","0.0","","9","","14","","35",""
"2014-12-21","2014","12","21","","-0.2","","-6.8","","-3.5","","21.5","","0.0","","0.0","","0.0","T","0.0","T","9","","13","","33",""
"2014-12-22","2014","12","22","","1.8","","-8.1","","-3.2","","21.2","","0.0","","0.0","","0.0","","0.0","","9","","","","<31",""
"2014-12-23","2014","12","23","","-0.9","","-7.7","","-4.3","","22.3","","0.0","","0.0","","0.0","T","0.0","T","8","","","","<31",""
"2014-12-24","2014","12","24","","0.4","","-9.5","","-4.6","","22.6","","0.0","","0.0","","0.0","T","0.0","T","8","","33","","37",""
"2014-12-25","2014","12","25","","-7.5","","-14.2","","-10.9","","28.9","","0.0","","0.0","","0.4","","0.4","","6","","","","<31",""
"2014-12-26","2014","12","26","","-4.7","","-19.5","","-12.1","","30.1","","0.0","","0.0","","0.0","T","0.0","T","6","","","","<31",""
"2014-12-27","2014","12","27","","-4.2","","-12.2","","-8.2","","26.2","","0.0","","0.2","","0.6","","0.8","","6","","","","<31",""
"2014-12-28","2014","12","28","","-10.1","","-15.1","","-12.6","","30.6","","0.0","","0.0","","1.0","","1.0","","8","","34","","43",""
"2014-12-29","2014","12","29","","-15.1","","-24.5","","-19.8","","37.8","","0.0","","0.0","","0.4","","0.2","","8","","35","","35",""
"2014-12-30","2014","12","30","","-2.7","","-22.9","","-12.8","","30.8","","0.0","","0.0","","0.0","","0.0","","","","31","","39",""
"2014-12-31","2014","12","31","","2.4","","-6.5","","-2.1","","20.1","","0.0","","0.0","","0.0","","0.0","","8","","29","","39",""
