"Station Name","EDMONTON INTL A"
"Province","ALBERTA"
"Latitude","53.31"
"Longitude","-113.58"
"Elevation","723.30"
"Climate Identifier","3012216"
"WMO Identifier","71123"
"TC Identifier","YEG"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2017-10-09","2017","10","09","","15.7","","-6.1","","4.8","","13.2","","0.0","","0.0","","0.0","","0.0","","","","27","","39",""
"2017-10-10","2017","10","10","","7.8","","-2.9","","2.5","","15.5","","0.0","","0.0","T","0.0","","0.0","T","","","5","","46",""
"2017-10-11","2017","10","11","","3.8","","-0.8","","1.5","","16.5","","0.0","","0.2","","0.0","T","0.2","","","","32","","44",""
"2017-10-12","2017","10","12","","4.1","","-7.8","","-1.9","","19.9","","0.0","","0.0","","0.0","T","0.0","T","","","33","","41",""
"2017-10-13","2017","10","13","","3.7","","-11.6","","-4.0","","22.0","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"2017-10-14","2017","10","14","","7.5","","-7.1","","0.2","","17.8","","0.0","","0.4","","0.0","T","0.4","","","","27","","44",""
"2017-10-15","2017","10","15","","18.2","","-2.5","","7.9","","10.1","","0.0","","0.0","","0.0","","0.0","","","","18","","41",""
"2017-10-16","2017","10","16","","13.7","","-1.3","","6.2","","11.8","","0.0","","0.0","","0.0","T","0.0","T","","","","","<31",""
"2017-10-17","2017","10","17","","21.6","","-1.5","","10.1","","7.9","","0.0","","1.2","","0.0","","1.2","","","","30","","85",""
"2017-10-18","2017","10","18","","8.3","","-3.8","","2.3","","15.7","","0.0","","0.0","","0.0","","0.0","","","","28","","46",""
"2017-10-19","2017","10","19","","16.4","","-1.3","","7.6","","10.4","","0.0","","0.0","","0.0","","0.0","","","","18","","33",""
"2017-10-20","2017","10","20","","11.3","","-4.6","","3.4","","14.6","","0.0","","0.0","","0.0","","0.0","","","","32","","37",""
"2017-10-21","2017","10","21","","9.6","","-6.2","","1.7","","16.3","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"2017-10-22","2017","10","22","","11.8","","-4.5","","3.7","","14.3","","0.0","","0.0","T","0.0","","0.0","T","","","32","","48",""
"2017-10-23","2017","10","23","","12.9","","-1.5","","5.7","","12.3","","0.0","","0.0","","0.0","","0.0","","","","31","","43",""
"2017-10-24","2017","10","24","","18.2","","3.3","","10.8","","7.2","","0.0","","0.0","","0.0","","0.0","","","","30","","70",""
"2017-10-25","2017","10","25","","7.6","","-1.1","","3.3","","14.7","","0.0","","1.0","","0.0","T","1.0","","","","31","","74",""
"2017-10-26","2017","10","26","","5.9","","-6.6","","-0.4","","18.4","","0.0","","0.0","","0.0","","0.0","","","","20","","41",""
"2017-10-27","2017","10","27","","13.3","","-4.3","","4.5","","13.5","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"2017-10-28","2017","10","28","","18.7","","4.8","","11.8","","6.2","","0.0","","0.0","T","0.0","","0.0","T","","","32","","57",""
"2017-10-29","2017","10","29","","6.6","","-1.4","","2.6","","15.4","","0.0","","0.0","","0.0","T","0.0","T","","","33","","67",""
"2017-10-30","2017","10","30","","7.5","","-8.8","","-0.7","","18.7","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"2017-10-31","2017","10","31","","4.2","","-5.5","","-0.7","","18.7","","0.0","","3.6","","5.2","","8.8","","2","","36","","57",""
"2017-11-01","2017","11","01","","-0.4","","-7.7","","-4.1","","22.1","","0.0","","0.0","","6.0","","6.0","","2","","33","","41",""
"2017-11-02","2017","11","02","","-7.7","","-15.0","","-11.4","","29.4","","0.0","","0.0","","1.4","","1.2","","6","","34","","32",""
"2017-11-03","2017","11","03","","-11.5","","-17.1","","-14.3","","32.3","","0.0","","0.0","","1.4","","1.2","","8","","","","<31",""
"2017-11-04","2017","11","04","","-13.6","","-25.2","","-19.4","","37.4","","0.0","","0.0","","0.4","","0.2","","9","","","","<31",""
"2017-11-05","2017","11","05","","-7.1","","-23.1","","-15.1","","33.1","","0.0","","0.0","","0.2","","0.2","","9","","30","","32",""
"2017-11-06","2017","11","06","","-7.1","","-18.8","","-13.0","","31.0","","0.0","","0.0","","0.0","T","0.0","T","9","","","","<31",""
"2017-11-07","2017","11","07","","","M","-17.9","E","","M","","M","","M","","M","","","","M","9","","","M","","M"
"2017-11-08","2017","11","08","","","M","-19.0","E","","M","","M","","M","0.0","","0.2","","0.2","","10","","","","<31",""
"2017-11-09","2017","11","09","","-6.0","","-22.1","","-14.1","","32.1","","0.0","","0.0","","0.0","","0.0","","10","","15","","48",""
"2017-11-10","2017","11","10","","-5.6","E","-11.9","E","-8.8","E","26.8","E","0.0","E","","M","","M","0.0","T","10","","","M","","M"
"2017-11-11","2017","11","11","","-3.2","","-14.1","","-8.7","","26.7","","0.0","","0.0","","0.0","","0.0","","10","","","","<31",""
"2017-11-12","2017","11","12","","-6.1","","-9.5","","-7.8","","25.8","","0.0","","0.0","","0.0","T","0.0","T","10","","","","<31",""
"2017-11-13","2017","11","13","","-7.8","","-10.6","","-9.2","","27.2","","0.0","","0.0","","1.8","","1.2","","11","","6","","33",""
"2017-11-14","2017","11","14","","-6.5","","-17.0","","-11.8","","29.8","","0.0","","0.0","","0.6","","0.6","","13","","12","","37",""
"2017-11-15","2017","11","15","","-8.0","","-11.5","","-9.8","","27.8","","0.0","","0.0","","0.2","","0.2","","13","","12","","52",""
"2017-11-16","2017","11","16","","-9.7","","-13.7","","-11.7","","29.7","","0.0","","0.0","","0.6","","0.6","","13","","","","<31",""
"2017-11-17","2017","11","17","","-10.5","","-22.9","","-16.7","","34.7","","0.0","","0.0","","0.2","","0.2","","14","","","","<31",""
"2017-11-18","2017","11","18","","2.0","","-19.2","","-8.6","","26.6","","0.0","","0.0","T","0.0","","0.0","T","12","","","","<31",""
"2017-11-19","2017","11","19","","1.4","","-10.1","","-4.4","","22.4","","0.0","","0.0","","0.2","","0.2","","12","","32","","48",""
"2017-11-20","2017","11","20","","-1.9","","-24.3","","-13.1","","31.1","","0.0","","0.0","","1.8","","1.6","","13","","31","","41",""
"2017-11-21","2017","11","21","","-12.3","","-24.6","","-18.5","","36.5","","0.0","","0.0","","0.2","","0.2","","14","","","","<31",""
"2017-11-22","2017","11","22","","-1.9","","-13.2","","-7.6","","25.6","","0.0","","0.0","","4.2","","4.2","","18","","","","<31",""
"2017-11-23","2017","11","23","","7.6","","-3.2","","2.2","","15.8","","0.0","","1.6","","0.0","","1.6","","20","","32","","43",""
"2017-11-24","2017","11","24","","3.2","","-3.9","","-0.4","","18.4","","0.0","","0.0","","0.0","T","0.0","T","17","","32","","39",""
"2017-11-25","2017","11","25","","1.1","","-11.7","","-5.3","","23.3","","0.0","","0.0","","0.0","","0.0","","16","","","","<31",""
"2017-11-26","2017","11","26","","-2.1","","-9.3","","-5.7","","23.7","","0.0","","0.0","","0.0","","0.0","","16","","13","","50",""
"2017-11-27","2017","11","27","","3.1","","-10.0","","-3.5","","21.5","","0.0","","0.0","","0.0","T","0.0","T","16","","30","","74",""
"2017-11-28","2017","11","28","","3.5","","-10.8","","-3.7","","21.7","","0.0","","0.0","","0.0","","0.0","","15","","","","<31",""
"2017-11-29","2017","11","29","","1.8","","-6.1","","-2.2","","20.2","","0.0","","0.0","","0.0","","0.0","","15","","27","","32",""
"2017-11-30","2017","11","30","","1.4","","-10.1","","-4.4","","22.4","","0.0","","0.0","","0.0","","0.0","","15","","","","<31",""
"2017-12-01","2017","12","01","","-1.7","","-13.6","","-7.7","","25.7","","0.0","","0.0","","0.0","","0.0","","15","","","","<31",""
"2017-12-02","2017","12","02","","-1.6","","-13.4","","-7.5","","25.5","","0.0","","0.0","","0.0","","0.0","","12","","","","<31",""
"2017-12-03","2017","12","03","","-6.7","","-15.7","","-11.2","","29.2","","0.0","","0.0","","0.0","","0.0","","12","","","","<31",""
"2017-12-04","2017","12","04","","1.9","","-7.6","","-2.9","","20.9","","0.0","","0.0","","0.0","T","0.0","T","12","","29","","37",""
"2017-12-05","2017","12","05","","3.3","","-5.4","","-1.1","","19.1","","0.0","","0.0","","0.0","","0.0","","12","","30","","65",""
"2017-12-06","2017","12","06","","1.0","","-14.3","","-6.7","","24.7","","0.0","","0.0","","0.0","","0.0","","12","","","","<31",""
"2017-12-07","2017","12","07","","4.2","","-6.1","","-1.0","","19.0","","0.0","","0.0","","0.0","","0.0","","11","","","","<31",""
"2017-12-08","2017","12","08","","2.5","","-8.5","","-3.0","","21.0","","0.0","","0.0","","0.0","","0.0","","11","","","","<31",""
"2017-12-09","2017","12","09","","5.0","","-5.1","","-0.1","","18.1","","0.0","","0.0","","0.0","","0.0","","11","","26","","33",""
"2017-12-10","2017","12","10","","8.7","","-3.7","","2.5","","15.5","","0.0","","0.0","T","0.0","","0.0","T","11","","31","","69",""
"2017-12-11","2017","12","11","","3.5","","-6.0","","-1.3","","19.3","","0.0","","0.0","","0.0","","0.0","","11","","","","<31",""
"2017-12-12","2017","12","12","","8.2","","-4.9","","1.7","","16.3","","0.0","","0.0","","0.0","","0.0","","10","","32","","74",""
"2017-12-13","2017","12","13","","4.2","","-5.3","","-0.6","","18.6","","0.0","","0.0","","0.0","","0.0","","9","","30","","39",""
"2017-12-14","2017","12","14","","1.9","","-9.0","","-3.6","","21.6","","0.0","","0.0","","0.0","","0.0","","9","","","","<31",""
"2017-12-15","2017","12","15","","5.1","","-4.4","","0.4","","17.6","","0.0","","0.2","","0.0","T","0.2","","9","","31","","69",""
"2017-12-16","2017","12","16","","-0.3","","-7.9","","-4.1","","22.1","","0.0","","0.0","","0.0","","0.0","","8","","28","","32",""
"2017-12-17","2017","12","17","","4.6","","-5.6","","-0.5","","18.5","","0.0","","0.0","","0.0","T","0.0","T","8","","28","","46",""
"2017-12-18","2017","12","18","","-0.1","","-8.2","","-4.2","","22.2","","0.0","","0.0","","0.0","","0.0","","8","","30","","44",""
"2017-12-19","2017","12","19","","-3.3","","-10.4","","-6.9","","24.9","","0.0","","0.0","","0.0","T","0.0","T","8","","","","<31",""
"2017-12-20","2017","12","20","","-6.0","","-13.5","","-9.8","","27.8","","0.0","","0.0","","0.0","T","0.0","T","8","","","","<31",""
"2017-12-21","2017","12","21","","-4.2","","-12.8","","-8.5","","26.5","","0.0","","0.0","","0.2","","0.2","","8","","35","","46",""
"2017-12-22","2017","12","22","","-6.4","","-9.3","","-7.9","","25.9","","0.0","","0.0","","0.0","T","0.0","T","8","","29","","43",""
"2017-12-23","2017","12","23","","-6.8","","-17.1","","-12.0","","30.0","","0.0","","0.0","","1.5","","1.5","","8","","34","","46",""
"2017-12-24","2017","12","24","","-9.6","","-28.5","","-19.1","","37.1","","0.0","","0.0","","0.9","","0.9","","8","","34","","50",""
"2017-12-25","2017","12","25","","-19.7","","-33.3","","-26.5","","44.5","","0.0","","0.0","","0.2","","0.2","","9","","36","","37",""
"2017-12-26","2017","12","26","","-23.7","","-33.9","","-28.8","","46.8","","0.0","","0.0","","0.0","T","0.0","T","9","","","","<31",""
"2017-12-27","2017","12","27","","-19.6","","-26.5","","-23.1","","41.1","","0.0","","0.0","","0.0","T","0.0","T","9","","","","<31",""
"2017-12-28","2017","12","28","","-19.6","","-25.8","","-22.7","","40.7","","0.0","","0.0","","0.0","T","0.0","T","9","","","","<31",""
"2017-12-29","2017","12","29","","-25.8","","-35.2","","-30.5","","48.5","","0.0","","0.0","","0.0","","0.0","","9","","","","<31",""
"2017-12-30","2017","12","30","","-26.8","","-32.5","","-29.7","","47.7","","0.0","","0.0","","0.0","","0.0","","9","","","","<31",""
"2017-12-31","2017","12","31","","-24.2","","-31.2","","-27.7","","45.7","","0.0","","0.0","","0.0","","0.0","","9","","15","","33",""
